Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
Ford,Capri Extended Range AWD,79 kWh usable,79.0,11.0,185.0,"[{""percentage"":0,""power"":185},{""percentage"":50,""power"":185},{""percentage"":80,""power"":111},{""percentage"":100,""power"":55.5}]",False,ccs,type2
Ford,Capri Extended Range RWD,77 kWh usable,77.0,11.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":81},{""percentage"":100,""power"":40.5}]",False,ccs,type2
Ford,Capri Standard Range RWD,52 kWh usable,52.0,11.0,145.0,"[{""percentage"":0,""power"":145},{""percentage"":50,""power"":145},{""percentage"":80,""power"":72.5},{""percentage"":100,""power"":29}]",False,ccs,type2
Ford,Explorer Extended Range AWD,79 kWh usable,79.0,11.0,185.0,"[{""percentage"":0,""power"":185},{""percentage"":50,""power"":185},{""percentage"":80,""power"":111},{""percentage"":100,""power"":55.5}]",False,ccs,type2
Ford,Explorer Extended Range RWD,77 kWh usable,77.0,11.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":81},{""percentage"":100,""power"":40.5}]",False,ccs,type2
Ford,Explorer Standard Range RWD,52 kWh usable,52.0,11.0,145.0,"[{""percentage"":0,""power"":145},{""percentage"":50,""power"":145},{""percentage"":80,""power"":72.5},{""percentage"":100,""power"":29}]",False,ccs,type2
Ford,Focus Electric,19.6 kWh usable,19.6,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,Focus electric,23 kWh usable,23.0,6.6,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,Focus electric,33.5 kWh usable,33.5,6.6,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":6.6}]",True,ccs,type2
Ford,Mustang Mach e,"AWD 75,7 kWh (70 kWh usable)",70.0,11.0,113.0,"[{""percentage"":0,""power"":113},{""percentage"":30,""power"":99},{""percentage"":60,""power"":77},{""percentage"":85,""power"":36},{""percentage"":100,""power"":13}]",False,ccs,type2
Ford,Mustang Mach e,"RWD 75,7 kWh (70 kWh usable)",70.0,11.0,113.0,"[{""percentage"":0,""power"":113},{""percentage"":30,""power"":99},{""percentage"":60,""power"":77},{""percentage"":85,""power"":36},{""percentage"":100,""power"":13}]",False,ccs,type2
Ford,Mustang Mach e,"AWD 98,8 kWh (88 kWh usable)",88.0,11.0,148.0,"[{""percentage"":0,""power"":148},{""percentage"":35,""power"":147},{""percentage"":60,""power"":118},{""percentage"":80,""power"":73},{""percentage"":100,""power"":27}]",False,ccs,type2
Ford,Mustang Mach e,GT (88 kWh usable),88.0,11.0,148.0,"[{""percentage"":0,""power"":148},{""percentage"":35,""power"":147},{""percentage"":60,""power"":118},{""percentage"":80,""power"":73},{""percentage"":100,""power"":27}]",False,ccs,type2
Ford,Mustang Mach e,"RWD 98,8 kWh (88 kWh usable)",88.0,11.0,148.0,"[{""percentage"":0,""power"":148},{""percentage"":35,""power"":147},{""percentage"":60,""power"":118},{""percentage"":80,""power"":73},{""percentage"":100,""power"":27}]",False,ccs,type2
Ford,Mustang Mach-E ER AWD,91 kWh usable,91.0,115.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":90},{""percentage"":100,""power"":45}]",False,ccs,type2
Ford,Mustang Mach-E ER RWD,91 kWh usable,91.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":90},{""percentage"":100,""power"":45}]",False,ccs,type2
Ford,Mustang Mach-E Rally,91 kWh usable,91.0,11.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":90},{""percentage"":100,""power"":45}]",False,ccs,type2
Ford,Mustang Mach-E SR AWD,72.6 kWh usable,72.6,95.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":75},{""percentage"":100,""power"":30}]",False,ccs,type2
Ford,Mustang Mach-E SR RWD,72.6 kWh usable,72.6,95.0,150.0,"[{""percentage"":0,""power"":150},{""percentage"":50,""power"":150},{""percentage"":80,""power"":75},{""percentage"":100,""power"":30}]",False,ccs,type2
Ford,Puma Gen-E,43.6 kWh usable,43.6,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Ford,mach-e,gt (88 kWh usable),88.0,11.0,88.0,"[{""percentage"":0,""power"":88},{""percentage"":20,""power"":88},{""percentage"":40,""power"":70},{""percentage"":60,""power"":53},{""percentage"":80,""power"":35},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,mach-e,gt (91 kWh usable),91.0,11.0,91.0,"[{""percentage"":0,""power"":91},{""percentage"":30,""power"":91},{""percentage"":60,""power"":63.7},{""percentage"":80,""power"":36.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e er,awd (88 kWh usable),88.0,11.0,88.0,"[{""percentage"":0,""power"":88},{""percentage"":20,""power"":88},{""percentage"":40,""power"":70},{""percentage"":60,""power"":53},{""percentage"":80,""power"":35},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,mach-e er,awd (91 kWh usable),91.0,11.0,91.0,"[{""percentage"":0,""power"":91},{""percentage"":30,""power"":91},{""percentage"":60,""power"":63.7},{""percentage"":80,""power"":36.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e er rwd,88 kWh usable,88.0,11.0,88.0,"[{""percentage"":0,""power"":88},{""percentage"":20,""power"":88},{""percentage"":40,""power"":70},{""percentage"":60,""power"":53},{""percentage"":80,""power"":35},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,mach-e er rwd,91 kWh usable,91.0,11.0,91.0,"[{""percentage"":0,""power"":91},{""percentage"":30,""power"":91},{""percentage"":60,""power"":63.7},{""percentage"":80,""power"":36.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e sr,awd (68 kWh usable),68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,mach-e sr,awd (70 kWh usable),70.0,11.0,70.0,"[{""percentage"":0,""power"":70},{""percentage"":30,""power"":70},{""percentage"":60,""power"":49},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e sr,awd (72.6 kWh usable),72.6,11.0,72.6,"[{""percentage"":0,""power"":72.6},{""percentage"":30,""power"":72.6},{""percentage"":60,""power"":50.82},{""percentage"":80,""power"":29.04},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e sr rwd,68 kWh usable,68.0,11.0,68.0,"[{""percentage"":0,""power"":68},{""percentage"":20,""power"":68},{""percentage"":40,""power"":54},{""percentage"":60,""power"":41},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",True,ccs,type2
Ford,mach-e sr rwd,70 kWh usable,70.0,11.0,70.0,"[{""percentage"":0,""power"":70},{""percentage"":30,""power"":70},{""percentage"":60,""power"":49},{""percentage"":80,""power"":28},{""percentage"":100,""power"":11}]",False,ccs,type2
Ford,mach-e sr rwd,72.6 kWh usable,72.6,11.0,72.6,"[{""percentage"":0,""power"":72.6},{""percentage"":30,""power"":72.6},{""percentage"":60,""power"":50.82},{""percentage"":80,""power"":29.04},{""percentage"":100,""power"":11}]",False,ccs,type2
GWM,ORA 03,48 kWh (45.4 kWh usable),45.4,11.0,64.0,"[{""percentage"":0,""power"":60.8},{""percentage"":75,""power"":64},{""percentage"":100,""power"":11}]",True,ccs,type2
GWM,ORA 03,63 kWh (59.3 kWh usable),59.3,11.0,69.0,"[{""percentage"":0,""power"":65.55},{""percentage"":75,""power"":69},{""percentage"":100,""power"":11}]",True,ccs,type2
GWM,ORA 03,GT (59.3 kWh usable),59.3,11.0,69.0,"[{""percentage"":0,""power"":65.55},{""percentage"":75,""power"":69},{""percentage"":100,""power"":11}]",True,ccs,type2
GWM,ORA 03 48 kWh,48kwh (45.4 kWh usable),45.4,11.0,45.4,"[{""percentage"":0,""power"":45.4},{""percentage"":50,""power"":45.4},{""percentage"":80,""power"":27.24},{""percentage"":100,""power"":11}]",False,ccs,type2
GWM,ORA 03 63 kWh,63kwh (59.3 kWh usable),59.3,11.0,59.3,"[{""percentage"":0,""power"":59.3},{""percentage"":50,""power"":59.3},{""percentage"":80,""power"":35.58},{""percentage"":100,""power"":11}]",False,ccs,type2
GWM,ORA 03 GT,gt (59.3 kWh usable),59.3,11.0,59.3,"[{""percentage"":0,""power"":59.3},{""percentage"":50,""power"":59.3},{""percentage"":80,""power"":35.58},{""percentage"":100,""power"":11}]",False,ccs,type2
GWM,ORA 07,Pro (64.3 kWh usable),64.3,11.0,88.0,"[{""percentage"":0,""power"":83.6},{""percentage"":75,""power"":88},{""percentage"":100,""power"":11}]",True,ccs,type2
GWM,ORA 07,Pure (64.3 kWh usable),64.3,11.0,88.0,"[{""percentage"":0,""power"":83.6},{""percentage"":75,""power"":88},{""percentage"":100,""power"":11}]",True,ccs,type2
GWM,ORA 07,GT (83.5 kWh usable),83.5,11.0,88.0,"[{""percentage"":0,""power"":83.6},{""percentage"":75,""power"":88},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,G80,Electrified Luxury (82.5 kWh usable),82.5,11.0,230.0,"[{""percentage"":0,""power"":218.5},{""percentage"":75,""power"":230},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,GV60,Premium (74 kWh usable),74.0,11.0,233.0,"[{""percentage"":0,""power"":221.4},{""percentage"":75,""power"":233},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,GV60,Sport (74 kWh usable),74.0,11.0,233.0,"[{""percentage"":0,""power"":221.4},{""percentage"":75,""power"":233},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,GV60,Sport Plus (74 kWh usable),74.0,11.0,233.0,"[{""percentage"":0,""power"":221.4},{""percentage"":75,""power"":233},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,GV70,Electrified Sport (74 kWh usable),74.0,11.0,233.0,"[{""percentage"":0,""power"":221.4},{""percentage"":75,""power"":233},{""percentage"":100,""power"":11}]",True,ccs,type2
Genesis,electrified luxury,82.5 kWh usable,82.5,11.0,82.5,"[{""percentage"":0,""power"":82.5},{""percentage"":40,""power"":82.5},{""percentage"":70,""power"":66},{""percentage"":90,""power"":33},{""percentage"":100,""power"":11}]",False,ccs,type2
Genesis,electrified sport,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Genesis,premium,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Genesis,sport,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Genesis,sport plus,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Honda,advance,28.5 kWh usable,28.5,28.5,28.5,"[{""percentage"":0,""power"":28.5},{""percentage"":70,""power"":28.5},{""percentage"":80,""power"":19.95},{""percentage"":100,""power"":28.5}]",False,ccs,type2
Honda,e,28.5 kWh usable,28.5,6.6,28.5,"[{""percentage"":0,""power"":28.5},{""percentage"":70,""power"":28.5},{""percentage"":80,""power"":19.95},{""percentage"":100,""power"":6.6}]",False,ccs,type2
Honda,e:Ny1,61.9 kWh usable,61.9,11.0,61.9,"[{""percentage"":0,""power"":61.9},{""percentage"":30,""power"":61.9},{""percentage"":60,""power"":43.33},{""percentage"":80,""power"":24.76},{""percentage"":100,""power"":11}]",False,ccs,type2
Hongqi,120kwh,112 kWh usable,112.0,11.0,112.0,"[{""percentage"":0,""power"":112},{""percentage"":30,""power"":112},{""percentage"":60,""power"":78.4},{""percentage"":80,""power"":44.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Hongqi,84kwh,76.5 kWh usable,76.5,11.0,76.5,"[{""percentage"":0,""power"":76.5},{""percentage"":30,""power"":76.5},{""percentage"":60,""power"":53.55},{""percentage"":80,""power"":30.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hongqi,99kwh,90 kWh usable,90.0,11.0,90.0,"[{""percentage"":0,""power"":90},{""percentage"":30,""power"":90},{""percentage"":60,""power"":63},{""percentage"":80,""power"":36},{""percentage"":100,""power"":11}]",False,ccs,type2
Hongqi,E-HS9,120 kWh (112 kWh usable),112.0,11.0,130.0,"[{""percentage"":0,""power"":123.5},{""percentage"":75,""power"":130},{""percentage"":100,""power"":11}]",True,ccs,type2
Hongqi,E-HS9 84 kWh,76.5 kWh usable,76.5,11.0,140.0,"[{""percentage"":0,""power"":140},{""percentage"":50,""power"":140},{""percentage"":80,""power"":84},{""percentage"":100,""power"":42}]",False,ccs,type2
Hongqi,E-HS9 99 kWh,90 kWh usable,90.0,11.0,140.0,"[{""percentage"":0,""power"":140},{""percentage"":50,""power"":140},{""percentage"":80,""power"":84},{""percentage"":100,""power"":42}]",False,ccs,type2
Hyundai,5 long range,awd (70 kWh usable),70.0,11.0,70.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":70},{""percentage"":70,""power"":56},{""percentage"":90,""power"":28},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 long range,awd (74 kWh usable),74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 long range 2wd,70 kWh usable,70.0,11.0,70.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":70},{""percentage"":70,""power"":56},{""percentage"":90,""power"":28},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 long range 2wd,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 n,80 kWh usable,80.0,11.0,80.0,"[{""percentage"":0,""power"":80},{""percentage"":40,""power"":80},{""percentage"":70,""power"":64},{""percentage"":90,""power"":32},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 project 45,70 kWh usable,70.0,11.0,70.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":70},{""percentage"":70,""power"":56},{""percentage"":90,""power"":28},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 standard range,awd (54 kWh usable),54.0,11.0,54.0,"[{""percentage"":0,""power"":54},{""percentage"":40,""power"":54},{""percentage"":70,""power"":43.2},{""percentage"":90,""power"":21.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,5 standard range 2wd,54 kWh usable,54.0,11.0,54.0,"[{""percentage"":0,""power"":54},{""percentage"":40,""power"":54},{""percentage"":70,""power"":43.2},{""percentage"":90,""power"":21.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,6 long range,awd (74 kWh usable),74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,6 long range 2wd,74 kWh usable,74.0,11.0,74.0,"[{""percentage"":0,""power"":74},{""percentage"":40,""power"":74},{""percentage"":70,""power"":59.2},{""percentage"":90,""power"":29.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,6 standard range 2wd,50 kWh usable,50.0,11.0,50.0,"[{""percentage"":0,""power"":50},{""percentage"":40,""power"":50},{""percentage"":70,""power"":40},{""percentage"":90,""power"":20},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,INSTER Long Range,46 kWh usable,46.0,11.0,85.0,"[{""percentage"":0,""power"":85},{""percentage"":50,""power"":85},{""percentage"":80,""power"":51},{""percentage"":100,""power"":25.5}]",False,ccs,type2
Hyundai,INSTER Standard Range,39 kWh usable,39.0,11.0,73.0,"[{""percentage"":0,""power"":73},{""percentage"":50,""power"":73},{""percentage"":80,""power"":43.8},{""percentage"":100,""power"":21.9}]",False,ccs,type2
Hyundai,IONIQ,Electric (28 kWh usable),28.0,28.0,28.0,"[{""percentage"":0,""power"":28},{""percentage"":20,""power"":28},{""percentage"":40,""power"":22},{""percentage"":60,""power"":17},{""percentage"":80,""power"":11},{""percentage"":100,""power"":11}]",True,ccs,type2
Hyundai,IONIQ 5,Standard Range 2WD (54 kWh usable),54.0,11.0,175.0,"[{""percentage"":0,""power"":166.3},{""percentage"":75,""power"":175},{""percentage"":100,""power"":11}]",True,ccs,type2
Hyundai,IONIQ 5,Long Range AWD (72.6 kWh usable),72.6,11.0,221.0,"[{""percentage"":0,""power"":200},{""percentage"":46,""power"":221},{""percentage"":47,""power"":175},{""percentage"":48,""power"":175},{""percentage"":60,""power"":175},{""percentage"":70,""power"":150},{""percentage"":72,""power"":110},{""percentage"":84,""power"":110},{""percentage"":100,""power"":10}]",False,ccs,type2
Hyundai,IONIQ 5,Long Range 2WD (74 kWh usable),74.0,11.0,233.0,"[{""percentage"":0,""power"":210},{""percentage"":46,""power"":233},{""percentage"":47,""power"":175},{""percentage"":48,""power"":175},{""percentage"":60,""power"":175},{""percentage"":70,""power"":150},{""percentage"":72,""power"":110},{""percentage"":84,""power"":110},{""percentage"":100,""power"":10}]",False,ccs,type2
Hyundai,Ioniq,28 kWh usable,28.0,6.6,69.0,"[{""percentage"":0,""power"":60},{""percentage"":76,""power"":69},{""percentage"":84,""power"":23},{""percentage"":92,""power"":23},{""percentage"":100,""power"":10}]",False,ccs,type2
Hyundai,Ioniq,38.3 kWh usable,38.3,7.2,46.0,"[{""percentage"":0,""power"":40},{""percentage"":51,""power"":46},{""percentage"":53,""power"":36},{""percentage"":67,""power"":37},{""percentage"":69,""power"":23},{""percentage"":74,""power"":23},{""percentage"":76,""power"":15},{""percentage"":90,""power"":15},{""percentage"":100,""power"":8}]",False,ccs,type2
Hyundai,Kona,39 kWh 11 kW-AC (39.2 kWh usable),39.2,11.0,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":11}]",True,ccs,type2
Hyundai,Kona,"39 kWh 7,2 kW-AC (39.2 kWh usable)",39.2,7.2,50.0,"[{""percentage"":0,""power"":47.5},{""percentage"":75,""power"":50},{""percentage"":100,""power"":7.2}]",True,ccs,type2
Hyundai,Kona,64 kWh 11 kW-AC (64 kWh usable),64.0,11.0,77.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":77},{""percentage"":42,""power"":70},{""percentage"":53,""power"":71},{""percentage"":55,""power"":57},{""percentage"":71,""power"":58},{""percentage"":72,""power"":38},{""percentage"":76,""power"":38},{""percentage"":78,""power"":25},{""percentage"":88,""power"":25},{""percentage"":100,""power"":8}]",False,ccs,type2
Hyundai,Kona,"64 kWh 7,2 kW-AC (64 kWh usable)",64.0,7.2,77.0,"[{""percentage"":0,""power"":70},{""percentage"":40,""power"":77},{""percentage"":42,""power"":70},{""percentage"":53,""power"":71},{""percentage"":55,""power"":57},{""percentage"":71,""power"":58},{""percentage"":72,""power"":38},{""percentage"":76,""power"":38},{""percentage"":78,""power"":25},{""percentage"":88,""power"":25},{""percentage"":100,""power"":8}]",False,ccs,type2
Hyundai,Kona Electric 39,kWh (39.2 kWh usable),39.2,39.2,39.2,"[{""percentage"":0,""power"":39.2},{""percentage"":50,""power"":39.2},{""percentage"":80,""power"":23.52},{""percentage"":100,""power"":39.2}]",False,ccs,type2
Hyundai,Kona Electric 39 kWh,39.2 kWh usable,39.2,11.0,44.0,"[{""percentage"":0,""power"":44},{""percentage"":50,""power"":44},{""percentage"":80,""power"":26.4},{""percentage"":100,""power"":13.2}]",False,ccs,type2
Hyundai,Kona Electric 48 kWh,48.4 kWh usable,48.4,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":50,""power"":75},{""percentage"":80,""power"":37.5},{""percentage"":100,""power"":15}]",False,ccs,type2
Hyundai,Kona Electric 64,kWh (64 kWh usable),64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,Kona Electric 64 kWh,64 kWh usable,64.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":20,""power"":77},{""percentage"":40,""power"":62},{""percentage"":60,""power"":46},{""percentage"":80,""power"":31},{""percentage"":100,""power"":11}]",True,ccs,type2
Hyundai,Kona Electric 65 kWh,65.4 kWh usable,65.4,11.0,105.0,"[{""percentage"":0,""power"":105},{""percentage"":50,""power"":105},{""percentage"":80,""power"":63},{""percentage"":100,""power"":31.5}]",False,ccs,type2
Hyundai,electric,38.3 kWh usable,38.3,38.3,38.3,"[{""percentage"":0,""power"":38.3},{""percentage"":20,""power"":38.3},{""percentage"":40,""power"":31},{""percentage"":60,""power"":23},{""percentage"":80,""power"":15},{""percentage"":100,""power"":11}]",True,ccs,type2
Hyundai,electric,39kwh (39.2 kWh usable),39.2,39.2,39.2,"[{""percentage"":0,""power"":39.2},{""percentage"":50,""power"":39.2},{""percentage"":80,""power"":23.52},{""percentage"":100,""power"":39.2}]",False,ccs,type2
Hyundai,electric,48kwh (48.4 kWh usable),48.4,11.0,48.4,"[{""percentage"":0,""power"":48.4},{""percentage"":50,""power"":48.4},{""percentage"":80,""power"":29.04},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,electric,64kwh (64 kWh usable),64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Hyundai,electric,65kwh (65.4 kWh usable),65.4,11.0,65.4,"[{""percentage"":0,""power"":65.4},{""percentage"":30,""power"":65.4},{""percentage"":60,""power"":45.78},{""percentage"":80,""power"":26.16},{""percentage"":100,""power"":11}]",False,ccs,type2
JAC,iEV7s,39 kWh usable,39.0,6.6,39.0,"[{""percentage"":0,""power"":39},{""percentage"":50,""power"":39},{""percentage"":80,""power"":23.4},{""percentage"":100,""power"":6.6}]",False,ccs,type2
Jaguar,I-Pace,EV400 (84.7 kWh usable),84.7,11.0,84.7,"[{""percentage"":0,""power"":84.7},{""percentage"":30,""power"":84.7},{""percentage"":60,""power"":59.29},{""percentage"":80,""power"":33.88},{""percentage"":100,""power"":11}]",False,ccs,type2
Jaguar,ev320,84.7 kWh usable,84.7,11.0,84.7,"[{""percentage"":0,""power"":84.7},{""percentage"":30,""power"":84.7},{""percentage"":60,""power"":59.29},{""percentage"":80,""power"":33.88},{""percentage"":100,""power"":11}]",False,ccs,type2
Jaguar,ev400,84.7 kWh usable,84.7,11.0,84.7,"[{""percentage"":0,""power"":84.7},{""percentage"":30,""power"":84.7},{""percentage"":60,""power"":59.29},{""percentage"":80,""power"":33.88},{""percentage"":100,""power"":11}]",False,ccs,type2
Jaguar,i-Pace,84 kWh usable,84.0,7.4,105.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":105},{""percentage"":80,""power"":55},{""percentage"":90,""power"":37},{""percentage"":100,""power"":12}]",False,ccs,type2
Jaguar,i-Pace,EV320 (84 kWh usable),84.0,11.0,105.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":105},{""percentage"":80,""power"":55},{""percentage"":90,""power"":37},{""percentage"":100,""power"":12}]",False,ccs,type2
Jaguar,i-Pace,EV400 (84 kWh usable),84.0,11.0,105.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":105},{""percentage"":80,""power"":55},{""percentage"":90,""power"":37},{""percentage"":100,""power"":12}]",False,ccs,type2
Jeep,Avenger,1st Edition (50.8 kWh usable),50.8,11.0,100.0,"[{""percentage"":0,""power"":95},{""percentage"":75,""power"":100},{""percentage"":100,""power"":11}]",True,ccs,type2
Jeep,Avenger Electric,50.8 kWh usable,50.8,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Jeep,Avenger Electric 1st Edition,50.8 kWh usable,50.8,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
Jeep,electric,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":11}]",False,ccs,type2
Jeep,electric 1st edition,50.8 kWh usable,50.8,11.0,50.8,"[{""percentage"":0,""power"":50.8},{""percentage"":50,""power"":50.8},{""percentage"":80,""power"":30.48},{""percentage"":100,""power"":11}]",False,ccs,type2
KGM,Torres EVX,72 kWh usable,72.0,11.0,120.0,"[{""percentage"":0,""power"":120},{""percentage"":50,""power"":120},{""percentage"":80,""power"":72},{""percentage"":100,""power"":36}]",False,ccs,type2
Kia,39.,2kwh (39.2 kWh usable),39.2,7.2,39.2,"[{""percentage"":0,""power"":39.2},{""percentage"":50,""power"":39.2},{""percentage"":80,""power"":23.52},{""percentage"":100,""power"":7.2}]",False,ccs,type2
Kia,39kwh,39.2 kWh usable,39.2,39.2,39.2,"[{""percentage"":0,""power"":39.2},{""percentage"":50,""power"":39.2},{""percentage"":80,""power"":23.52},{""percentage"":100,""power"":39.2}]",False,ccs,type2
Kia,64kwh,64 kWh usable,64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,76.,1kwh rwd (73 kWh usable),73.0,11.0,73.0,"[{""percentage"":0,""power"":73},{""percentage"":40,""power"":73},{""percentage"":70,""power"":58.4},{""percentage"":90,""power"":29.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,99.,8kwh awd (96 kWh usable),96.0,11.0,96.0,"[{""percentage"":0,""power"":96},{""percentage"":40,""power"":96},{""percentage"":70,""power"":76.8},{""percentage"":90,""power"":38.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Kia,99.,8kwh awd gt-line (96 kWh usable),96.0,11.0,96.0,"[{""percentage"":0,""power"":96},{""percentage"":40,""power"":96},{""percentage"":70,""power"":76.8},{""percentage"":90,""power"":38.4},{""percentage"":100,""power"":11}]",False,ccs,type2
